corpo;dorso;peito;garupa;espadua;torax;alturaCernelha;ancas;relacaoDorsoGarupa;relacaoAltCernelhaCorpo;relacaoAncasDorso;relacaoToracicoAlturaCernelha;sexo;classe
1.43;1.37;0.3;1.4;0.46;1.68;1.4;0.48;0.978571429;0.979020979;0.350364964;1.2;0;1
1.4;1.32;0.37;1.39;0.58;1.6;1.37;0.45;0.949640288;0.978571429;0.340909091;1.167883212;1;1
1.47;1.37;0.38;1.47;0.57;1.62;1.44;0.47;0.931972789;0.979591837;0.343065693;1.125;0;0
1.43;1.34;0.34;1.42;0.55;1.76;1.42;0.46;0.943661972;0.993006993;0.343283582;1.23943662;1;2
1.42;1.31;0.32;1.41;0.55;1.65;1.38;0.44;0.929078014;0.971830986;0.335877863;1.195652174;1;1
1.46;1.3;0.43;1.37;0.58;1.67;1.38;0.45;0.948905109;0.945205479;0.346153846;1.210144928;1;2
1.42;1.38;0.32;1.44;0.5;1.73;1.41;0.43;0.958333333;0.992957746;0.311594203;1.226950355;1;2
1.48;1.44;0.35;1.47;0.57;1.68;1.46;0.43;0.979591837;0.986486486;0.298611111;1.150684932;1;2
1.4;1.35;0.33;1.36;0.49;1.62;1.33;0.48;0.992647059;0.95;0.355555556;1.218045113;1;0
1.3;1.32;0.29;1.35;0.45;1.66;1.35;0.42;0.977777778;1.038461538;0.318181818;1.22962963;0;1
1.45;1.34;0.4;1.41;0.57;1.67;1.41;0.47;0.95035461;0.972413793;0.350746269;1.184397163;0;2
1.42;1.36;0.31;1.38;0.46;1.64;1.37;0.43;0.985507246;0.964788732;0.316176471;1.197080292;0;1
1.41;1.33;0.34;1.42;0.56;1.54;1.39;0.47;0.936619718;0.985815603;0.353383459;1.107913669;1;2
1.45;1.34;0.32;1.37;0.47;1.7;1.37;0.42;0.97810219;0.944827586;0.313432836;1.240875912;0;0
1.42;1.33;0.34;1.38;0.5;1.68;1.37;0.48;0.963768116;0.964788732;0.360902256;1.226277372;1;1
1.44;1.38;0.35;1.43;0.46;1.62;1.31;0.44;0.965034965;0.909722222;0.31884058;1.236641221;1;0
1.43;1.34;0.35;1.37;0.5;1.68;1.37;0.48;0.97810219;0.958041958;0.358208955;1.226277372;0;0
1.35;1.32;0.34;1.36;0.47;1.62;1.35;0.43;0.970588235;1;0.325757576;1.2;0;1
1.39;1.33;0.34;1.38;0.49;1.72;1.36;0.44;0.963768116;0.978417266;0.330827068;1.264705882;0;1
1.37;1.33;0.29;1.37;0.44;1.61;1.35;0.43;0.97080292;0.98540146;0.323308271;1.192592593;0;1
1.51;1.34;0.37;1.44;0.6;1.65;1.41;0.48;0.930555556;0.933774834;0.358208955;1.170212766;1;2
1.36;1.32;0.35;1.36;0.57;1.6;1.35;0.46;0.970588235;0.992647059;0.348484848;1.185185185;0;0
1.43;1.33;0.3;1.41;0.55;1.54;1.39;0.44;0.943262411;0.972027972;0.330827068;1.107913669;1;1
1.41;1.34;0.36;1.4;0.54;1.66;1.39;0.43;0.957142857;0.985815603;0.320895522;1.194244604;1;1
1.51;1.35;0.22;1.4;0.45;1.65;1.38;0.38;0.964285714;0.913907285;0.281481481;1.195652174;0;0
1.45;1.37;0.37;1.45;0.59;1.72;1.43;0.46;0.944827586;0.986206897;0.335766423;1.202797203;0;2
1.41;1.36;0.34;1.4;0.45;1.65;1.32;0.4;0.971428571;0.936170213;0.294117647;1.25;1;0
1.43;1.33;0.35;1.41;0.58;1.58;1.4;0.43;0.943262411;0.979020979;0.323308271;1.128571429;0;2
1.45;1.37;0.3;1.41;0.46;1.63;1.39;0.45;0.971631206;0.95862069;0.328467153;1.172661871;0;0
1.37;1.34;0.3;1.35;0.46;1.67;1.36;0.41;0.992592593;0.99270073;0.305970149;1.227941176;0;1
1.42;1.36;0.35;1.44;0.6;1.6;1.42;0.45;0.944444444;1;0.330882353;1.126760563;0;2
1.48;1.39;0.34;1.46;0.6;1.6;1.45;0.43;0.952054795;0.97972973;0.309352518;1.103448276;0;2
1.36;1.33;0.29;1.37;0.48;1.6;1.35;0.49;0.97080292;0.992647059;0.368421053;1.185185185;1;1
1.39;1.36;0.29;1.38;0.45;1.66;1.36;0.42;0.985507246;0.978417266;0.308823529;1.220588235;0;1
1.38;1.33;0.28;1.37;0.46;1.62;1.35;0.4;0.97080292;0.97826087;0.30075188;1.2;0;1
1.4;1.32;0.31;1.37;0.47;1.61;1.35;0.41;0.96350365;0.964285714;0.310606061;1.192592593;0;1
1.42;1.34;0.29;1.38;0.48;1.62;1.36;0.41;0.971014493;0.957746479;0.305970149;1.191176471;1;1
1.39;1.36;0.34;1.39;0.52;1.64;1.37;0.4;0.978417266;0.985611511;0.294117647;1.197080292;1;1
1.37;1.3;0.34;1.37;0.56;1.49;1.35;0.45;0.948905109;0.98540146;0.346153846;1.103703704;1;1
1.47;1.43;0.34;1.48;0.54;1.62;1.45;0.42;0.966216216;0.986394558;0.293706294;1.117241379;0;2
1.43;1.37;0.35;1.41;0.43;1.75;1.41;0.43;0.971631206;0.986013986;0.313868613;1.241134752;0;1
1.43;1.31;0.31;1.4;0.58;1.51;1.38;0.46;0.935714286;0.965034965;0.351145038;1.094202899;1;1
1.45;1.32;0.34;1.42;0.59;1.63;1.4;0.46;0.929577465;0.965517241;0.348484848;1.164285714;1;2
1.42;1.32;0.29;1.36;0.42;1.65;1.35;0.4;0.970588235;0.950704225;0.303030303;1.222222222;0;1
1.44;1.39;0.34;1.43;0.55;1.71;1.43;0.44;0.972027972;0.993055556;0.316546763;1.195804196;1;2
1.45;1.38;0.39;1.45;0.48;1.61;1.43;0.48;0.951724138;0.986206897;0.347826087;1.125874126;0;2
1.47;1.34;0.33;1.42;0.56;1.57;1.4;0.44;0.943661972;0.952380952;0.328358209;1.121428571;1;2
1.33;1.25;0.31;1.27;0.4;1.54;1.27;0.42;0.984251969;0.954887218;0.336;1.212598425;1;0
1.48;1.43;0.36;1.4;0.47;1.66;1.38;0.46;1.021428571;0.932432432;0.321678322;1.202898551;0;0
1.51;1.36;0.41;1.47;0.53;1.77;1.45;0.51;0.925170068;0.960264901;0.375;1.220689655;1;2
1.45;1.4;0.34;1.44;0.53;1.7;1.44;0.42;0.972222222;0.993103448;0.3;1.180555556;0;2
1.45;1.4;0.32;0.45;0.47;1.69;1.39;0.44;3.111111111;0.95862069;0.314285714;1.215827338;0;0
1.57;1.35;0.38;1.47;0.61;1.67;1.44;0.5;0.918367347;0.917197452;0.37037037;1.159722222;1;2
1.43;1.35;0.33;1.38;0.47;1.69;1.38;0.46;0.97826087;0.965034965;0.340740741;1.224637681;0;0
1.41;1.34;0.34;1.42;0.56;1.57;1.4;0.47;0.943661972;0.992907801;0.350746269;1.121428571;1;2
1.4;1.31;0.31;1.35;0.44;1.6;1.35;0.43;0.97037037;0.964285714;0.328244275;1.185185185;1;1
1.46;1.36;0.38;1.45;0.52;1.61;1.44;0.44;0.937931034;0.98630137;0.323529412;1.118055556;0;0
1.36;1.36;0.34;1.31;0.47;1.64;1.31;0.48;1.038167939;0.963235294;0.352941176;1.251908397;1;0
1.38;1.37;0.37;1.41;0.46;1.67;1.3;0.43;0.971631206;0.942028986;0.313868613;1.284615385;1;0
1.36;1.3;0.32;1.35;0.43;1.58;1.35;0.44;0.962962963;0.992647059;0.338461538;1.17037037;1;1
1.5;1.41;0.33;1.42;0.5;1.65;1.4;0.5;0.992957746;0.933333333;0.354609929;1.178571429;0;0
1.41;1.34;0.34;1.43;0.57;1.6;1.4;0.46;0.937062937;0.992907801;0.343283582;1.142857143;1;2
1.43;1.39;0.34;1.44;0.47;1.7;1.3;0.44;0.965277778;0.909090909;0.316546763;1.307692308;1;0
1.42;1.34;0.28;1.39;0.46;1.66;1.37;0.42;0.964028777;0.964788732;0.313432836;1.211678832;0;1
1.42;1.33;0.37;1.39;0.58;1.69;1.38;0.42;0.956834532;0.971830986;0.315789474;1.224637681;1;2
